T	<m>	d<m>
2.260	-0.740	0.088
2.260	-0.611	0.100
2.260	-0.661	0.088
2.260	0.698	0.100
2.260	0.077	0.074
2.260	-0.647	0.104
2.260	0.478	0.104
2.260	-0.435	0.106
2.260	0.525	0.116
2.260	-0.463	0.108
2.260	0.291	0.113
2.260	0.697	0.092
2.260	-0.703	0.097
2.260	0.614	0.090
2.260	0.509	0.111
2.260	0.596	0.111
2.260	-0.480	0.092
2.260	0.638	0.114
2.260	-0.655	0.104
2.260	-0.658	0.102
2.260	0.510	0.111
2.260	0.207	0.078
2.260	0.655	0.100
2.260	0.548	0.107
2.260	0.530	0.118
2.260	0.557	0.112
2.260	0.323	0.093
2.260	0.343	0.082
2.260	0.631	0.116
2.260	0.701	0.104
2.260	-0.503	0.106
2.260	-0.653	0.098
2.260	0.693	0.109
2.260	-0.666	0.105
2.260	-0.689	0.099
2.260	0.652	0.109
2.260	0.676	0.109
2.260	0.489	0.094
2.260	0.575	0.093
2.260	0.656	0.099
2.260	0.281	0.078
2.260	0.480	0.106
2.260	-0.694	0.115
2.260	-0.672	0.121
2.260	0.613	0.100
2.260	0.279	0.103
2.260	0.361	0.079
2.260	0.012	0.078
2.260	0.669	0.113
2.260	-0.388	0.127
2.260	-0.592	0.120
2.260	-0.721	0.104
2.260	0.611	0.093
2.260	-0.655	0.110
2.260	-0.402	0.101
2.260	-0.704	0.106
2.260	-0.632	0.100
2.260	-0.592	0.114
2.260	-0.718	0.103
2.260	0.504	0.119
2.260	-0.421	0.102
2.260	-0.298	0.108
2.260	0.585	0.119
2.260	0.487	0.119
2.260	0.744	0.089
2.260	-0.575	0.129
2.260	-0.667	0.106
2.260	-0.600	0.101
2.260	-0.532	0.107
2.260	-0.214	0.096
2.260	-0.635	0.104
2.260	-0.608	0.110
2.260	0.682	0.113
2.260	0.249	0.095
2.260	0.260	0.103
2.260	-0.473	0.116
2.260	-0.665	0.094
2.260	0.622	0.121
2.260	-0.468	0.107
2.260	0.229	0.081
2.260	0.647	0.112
2.260	0.632	0.111
2.260	-0.509	0.132
2.260	0.622	0.104
2.260	-0.236	0.103
2.260	0.609	0.112
2.260	-0.478	0.119
2.260	0.409	0.108
2.260	0.620	0.105
2.260	-0.596	0.108
2.260	0.656	0.114
2.260	-0.688	0.101
2.260	-0.374	0.112
2.260	0.604	0.088
2.260	0.633	0.107
2.260	-0.494	0.111
2.260	0.492	0.100
2.260	0.604	0.119
2.260	0.321	0.102
2.260	0.553	0.107
2.260	-0.694	0.107
2.260	-0.653	0.104
2.260	0.570	0.113
2.260	-0.458	0.113
2.260	-0.692	0.105
2.260	0.570	0.112
2.260	-0.562	0.094
2.260	-0.651	0.121
2.260	0.527	0.092
2.260	0.296	0.107
2.260	-0.068	0.092
2.260	-0.623	0.101
2.260	0.573	0.109
2.260	-0.687	0.100
2.260	-0.663	0.099
2.260	-0.302	0.082
2.260	0.602	0.109
2.260	0.630	0.098
2.260	0.584	0.101
2.260	-0.629	0.105
2.260	-0.629	0.102
2.260	-0.656	0.090
2.260	-0.669	0.098
2.260	-0.219	0.084
2.260	-0.507	0.096
2.260	0.710	0.103
2.260	0.557	0.124
2.260	-0.714	0.087
2.260	-0.653	0.111
2.260	0.653	0.102
2.260	0.579	0.099
2.260	0.524	0.111
2.260	0.661	0.097
2.260	-0.400	0.110
2.260	0.663	0.102
2.260	0.622	0.106
2.260	0.276	0.082
2.260	-0.634	0.112
2.260	-0.350	0.109
2.260	-0.570	0.132
2.260	-0.619	0.113
2.260	0.398	0.124
2.260	0.603	0.092
2.260	-0.475	0.114
2.260	0.578	0.091
2.260	0.719	0.095
2.260	-0.553	0.115
2.260	-0.590	0.107
2.260	0.615	0.105
2.260	-0.423	0.122
2.260	0.427	0.126
2.260	0.523	0.097
2.260	0.594	0.122
2.260	0.620	0.114
2.260	0.554	0.100
2.260	0.429	0.111
2.260	-0.449	0.110
2.260	-0.635	0.094
2.260	-0.494	0.109
2.260	-0.386	0.110
2.260	-0.648	0.093
2.260	0.124	0.084
2.260	0.204	0.104
2.260	0.697	0.107
2.260	0.485	0.113
2.260	0.434	0.087
2.260	0.511	0.119
2.260	0.638	0.122
2.260	-0.679	0.098
2.260	-0.585	0.101
2.260	0.294	0.105
2.260	0.673	0.102
2.260	-0.730	0.102
2.260	-0.453	0.090
2.260	-0.164	0.086
2.260	0.654	0.090
2.260	-0.741	0.085
2.260	0.308	0.073
2.260	0.450	0.115
2.260	0.399	0.128
2.260	0.696	0.101
2.260	-0.634	0.107
2.260	-0.754	0.079
2.260	-0.714	0.103
2.260	0.612	0.084
2.260	-0.641	0.103
2.260	-0.529	0.094
2.260	-0.035	0.070
2.260	-0.688	0.101
2.260	-0.233	0.090
2.260	0.529	0.111
2.260	-0.382	0.118
2.260	0.438	0.102
2.260	0.063	0.071
2.260	0.719	0.096
2.260	-0.689	0.110
2.260	0.633	0.114
2.260	-0.627	0.094
2.260	-0.695	0.110
2.260	-0.352	0.119
2.260	0.591	0.114
2.260	-0.545	0.116
2.260	0.509	0.120
2.260	-0.523	0.123
2.260	0.624	0.094
2.260	-0.616	0.104
2.260	-0.580	0.107
2.260	0.338	0.080
2.260	-0.716	0.093
2.260	0.699	0.109
2.260	0.633	0.096
2.260	-0.470	0.104
2.260	-0.483	0.113
2.260	0.666	0.102
2.260	-0.598	0.121
2.260	0.621	0.118
2.260	-0.518	0.094
2.260	-0.617	0.116
2.260	0.716	0.088
2.260	-0.641	0.102
2.260	-0.256	0.094
2.260	-0.642	0.116
2.260	-0.626	0.122
2.260	0.682	0.097
2.260	-0.021	0.107
2.260	-0.721	0.105
2.260	-0.632	0.100
2.260	0.414	0.113
2.260	0.672	0.106
2.260	0.457	0.110
2.260	-0.669	0.107
2.260	0.684	0.081
2.260	-0.631	0.106
2.260	-0.389	0.093
2.260	0.636	0.105
2.260	0.200	0.106
2.260	0.570	0.107
2.260	0.678	0.100
2.260	0.585	0.122
2.260	-0.403	0.120
2.260	0.692	0.100
2.260	-0.627	0.108
2.260	0.542	0.101
2.260	-0.612	0.107
2.260	0.582	0.113
2.260	0.690	0.102
2.260	-0.300	0.097
2.260	0.356	0.124
2.260	0.581	0.112
2.260	-0.586	0.113
2.260	0.219	0.103
2.260	-0.696	0.106
2.260	0.709	0.090
2.260	-0.567	0.099
2.260	-0.657	0.113
2.260	0.405	0.110
2.260	0.696	0.099
2.260	-0.618	0.113
2.260	0.332	0.089
2.260	-0.572	0.114
2.260	-0.609	0.102
2.260	0.326	0.105
2.260	0.569	0.126
2.260	0.634	0.086
2.260	-0.465	0.095
2.260	0.594	0.121
2.260	0.579	0.108
2.260	0.542	0.105
2.260	0.542	0.104
2.260	0.724	0.091
2.260	-0.566	0.114
2.260	0.027	0.092
2.260	0.519	0.091
2.260	-0.604	0.103
2.260	-0.521	0.107
2.260	-0.481	0.117
2.260	-0.696	0.103
2.260	-0.518	0.121
2.260	0.362	0.103
2.260	-0.452	0.110
2.260	-0.667	0.101
2.260	-0.062	0.088
2.260	-0.700	0.103
2.260	-0.676	0.109
2.260	-0.016	0.073
2.260	-0.586	0.113
2.260	0.639	0.099
2.260	-0.351	0.136
2.260	-0.627	0.115
2.260	-0.341	0.114
2.260	-0.564	0.114
2.260	-0.645	0.099
2.260	-0.419	0.104
2.260	0.221	0.105
2.260	-0.696	0.110
2.260	-0.443	0.109
2.260	0.280	0.097
2.260	-0.294	0.124
2.260	-0.640	0.104
2.260	-0.617	0.098
2.260	-0.594	0.122
2.260	0.657	0.108
2.260	0.648	0.105
2.260	-0.486	0.111
2.260	-0.545	0.103
2.260	-0.606	0.102
2.260	0.694	0.112
2.260	0.672	0.109
2.260	0.125	0.106
2.260	0.574	0.120
2.260	-0.559	0.102
2.260	0.509	0.095
2.260	-0.516	0.115
2.260	-0.610	0.104
2.260	-0.196	0.081
2.260	-0.662	0.096
2.260	-0.575	0.108
2.260	-0.358	0.113
2.260	-0.673	0.088
2.260	0.540	0.096
2.260	0.718	0.093
2.260	0.696	0.097
2.260	0.438	0.091
2.260	-0.544	0.098
2.260	-0.618	0.109
2.260	-0.355	0.093
2.260	0.503	0.119
2.260	0.608	0.086
2.260	-0.652	0.109
2.260	-0.608	0.105
2.260	-0.434	0.101
2.260	0.618	0.099
2.260	-0.432	0.115
2.260	0.129	0.071
2.260	-0.611	0.112
2.260	0.047	0.102
2.260	0.588	0.105
2.260	0.655	0.089
2.260	0.299	0.116
2.260	0.714	0.089
2.260	-0.495	0.109
2.260	-0.718	0.105
2.260	0.705	0.096
2.260	0.497	0.114
2.260	0.713	0.091
2.260	-0.248	0.079
2.260	0.343	0.122
2.260	0.711	0.094
2.260	0.524	0.106
2.260	-0.082	0.070
2.260	-0.634	0.117
2.260	0.728	0.102
2.260	0.693	0.114
2.260	0.712	0.106
2.260	-0.441	0.096
2.260	0.044	0.093
2.260	0.720	0.103
2.260	0.703	0.087
2.260	0.525	0.106
2.260	0.516	0.105
2.260	0.181	0.110
2.260	-0.454	0.103
2.260	-0.677	0.096
2.260	0.613	0.109
2.260	-0.610	0.115
2.260	0.652	0.096
2.260	-0.067	0.088
2.260	0.689	0.098
2.260	0.494	0.096
2.260	0.664	0.107
2.260	-0.703	0.086
2.260	0.655	0.100
2.260	0.704	0.095
2.260	-0.438	0.100
2.260	-0.648	0.118
2.260	0.071	0.090
2.260	-0.621	0.107
2.260	-0.655	0.092
2.260	-0.669	0.108
2.260	-0.477	0.124
2.260	-0.680	0.096
2.260	-0.600	0.131
2.260	0.443	0.103
2.260	-0.521	0.119
2.260	-0.641	0.104
2.260	0.504	0.111
2.260	-0.585	0.101
2.260	0.676	0.099
2.260	0.352	0.089
2.260	-0.618	0.101
2.260	-0.735	0.100
2.260	0.469	0.090
2.260	-0.720	0.095
2.260	-0.576	0.101
2.260	0.672	0.117
2.260	0.543	0.112
2.260	0.410	0.113
2.260	0.691	0.105
2.260	0.499	0.092
2.260	0.495	0.095
2.260	0.635	0.105
2.260	-0.677	0.110
2.260	-0.336	0.107
2.260	0.444	0.113
2.260	0.069	0.103
2.260	0.658	0.107
2.260	0.242	0.084
2.260	-0.715	0.118
2.260	-0.662	0.105
2.260	-0.620	0.099
2.260	-0.653	0.101
2.260	0.705	0.089
2.260	-0.584	0.119
2.260	-0.717	0.090
2.260	0.322	0.110
2.260	-0.717	0.100
2.260	0.223	0.080
2.260	-0.616	0.114
2.260	-0.713	0.089
2.260	-0.569	0.114
2.260	0.531	0.117
2.260	0.712	0.107
2.260	0.650	0.089
2.260	0.747	0.091
2.260	-0.555	0.099
2.260	-0.672	0.105
2.260	0.640	0.113
2.260	-0.600	0.106
2.260	0.201	0.115
2.260	0.658	0.095
2.260	0.696	0.093
2.260	0.637	0.100
2.260	-0.420	0.113
2.260	0.627	0.109
2.260	-0.515	0.109
2.260	0.666	0.097
2.260	0.691	0.091
2.260	-0.705	0.103
2.260	0.558	0.096
2.260	-0.716	0.106
2.260	-0.699	0.107
2.260	-0.682	0.104
2.260	0.697	0.104
2.260	0.275	0.092
2.260	0.693	0.093
2.260	-0.641	0.109
2.260	0.670	0.093
2.260	-0.585	0.115
2.260	0.467	0.100
2.260	0.406	0.120
2.260	0.113	0.088
2.260	-0.531	0.104
2.260	0.523	0.112
2.260	-0.667	0.116
2.260	-0.724	0.095
2.260	-0.622	0.097
2.260	-0.548	0.109
2.260	0.623	0.111
2.260	-0.556	0.104
2.260	-0.591	0.097
2.260	0.605	0.120
2.260	-0.633	0.086
2.260	-0.172	0.090
2.260	-0.654	0.098
2.260	0.574	0.098
2.260	-0.612	0.094
2.260	-0.734	0.089
2.260	-0.737	0.085
2.260	0.657	0.110
2.260	-0.480	0.095
2.260	0.559	0.108
2.260	-0.641	0.091
2.260	0.541	0.110
2.260	0.742	0.082
2.260	0.670	0.096
2.260	-0.345	0.096
2.260	0.680	0.099
2.260	-0.594	0.114
2.260	-0.511	0.088
2.260	-0.635	0.104
2.260	-0.594	0.121
2.260	0.634	0.113
2.260	-0.637	0.101
2.260	0.165	0.071
2.260	-0.140	0.077
2.260	-0.398	0.101
2.260	-0.302	0.100
2.260	0.670	0.108
2.260	-0.428	0.110
2.260	-0.355	0.108
2.260	-0.434	0.103
2.260	-0.687	0.105
2.260	-0.239	0.108
2.260	-0.249	0.094
2.260	-0.368	0.114
2.260	-0.567	0.101
2.260	-0.464	0.106
2.260	-0.343	0.105
2.260	-0.658	0.093
2.260	-0.513	0.093
2.260	0.588	0.110
2.260	-0.686	0.106
2.260	0.711	0.108
2.260	-0.423	0.120
2.260	-0.540	0.111
2.260	0.461	0.105
2.260	-0.330	0.080
2.260	-0.582	0.115
2.260	-0.530	0.118
2.260	-0.661	0.106
2.260	-0.635	0.112
2.260	0.394	0.073
2.260	-0.599	0.101
2.260	0.040	0.077
2.260	0.693	0.108
2.260	0.554	0.116
2.260	-0.693	0.101
2.260	-0.649	0.098
2.260	0.595	0.120
2.260	0.657	0.098
2.260	0.285	0.077
2.260	0.630	0.101
2.260	0.663	0.109
2.260	0.634	0.098
2.260	0.325	0.117
2.260	-0.586	0.131
2.260	0.382	0.109
2.260	0.587	0.100
2.260	0.516	0.112
2.260	0.672	0.120
2.260	0.679	0.090
2.260	0.087	0.076
2.260	-0.714	0.104
2.260	0.577	0.100
2.260	-0.298	0.110
2.260	-0.519	0.106
2.260	0.571	0.115
2.260	0.681	0.090
2.260	0.591	0.116
2.260	-0.194	0.080
2.260	0.243	0.099
2.260	-0.486	0.105
2.260	-0.675	0.110
2.260	0.620	0.108
2.260	-0.483	0.112
2.260	-0.474	0.109
2.260	-0.621	0.093
2.260	-0.396	0.102
2.260	-0.493	0.098
2.260	0.550	0.103
2.260	0.743	0.098
2.260	0.582	0.123
2.260	-0.427	0.119
2.260	0.445	0.121
2.260	0.659	0.090
2.260	0.637	0.098
2.260	0.652	0.099
2.260	0.667	0.099
2.260	0.631	0.100
2.260	0.683	0.108
2.260	0.580	0.101
2.260	0.694	0.086
2.260	-0.606	0.109
2.260	0.534	0.121
2.260	-0.720	0.103
2.260	-0.656	0.110
2.260	-0.575	0.108
2.260	-0.071	0.120
2.260	0.161	0.072
2.260	0.634	0.104
2.260	0.624	0.116
2.260	0.613	0.105
2.260	0.722	0.100
2.260	-0.625	0.105
2.260	-0.581	0.111
2.260	0.586	0.102
2.260	-0.445	0.110
2.260	-0.527	0.101
2.260	0.614	0.109
2.260	-0.614	0.109
2.260	-0.689	0.098
2.260	0.617	0.096
2.260	0.618	0.096
2.260	0.584	0.105
2.260	0.687	0.103
2.260	0.230	0.094
2.260	0.648	0.104
2.260	0.662	0.110
2.260	-0.524	0.117
2.260	-0.599	0.108
2.260	0.614	0.100
2.260	-0.309	0.077
2.260	-0.657	0.088
2.260	0.683	0.095
2.260	0.717	0.098
2.260	0.114	0.082
2.260	0.312	0.120
2.260	0.575	0.110
2.260	-0.020	0.082
2.260	-0.684	0.090
2.260	0.106	0.113
2.260	-0.324	0.090
2.260	-0.685	0.091
2.260	0.420	0.134
2.260	0.701	0.096
2.260	0.596	0.109
2.260	0.026	0.097
2.260	0.582	0.119
2.260	-0.566	0.098
2.260	-0.625	0.104
2.260	0.605	0.124
2.260	-0.620	0.109
2.260	0.703	0.092
2.260	-0.608	0.117
2.260	-0.316	0.099
2.260	-0.631	0.106
2.260	-0.682	0.104
2.260	0.689	0.095
2.260	-0.655	0.106
2.260	-0.420	0.092
2.260	0.672	0.103
2.260	0.556	0.113
2.260	0.072	0.090
2.260	0.610	0.114
2.260	-0.662	0.101
2.260	0.571	0.111
2.260	-0.608	0.116
2.260	-0.664	0.102
2.260	0.688	0.104
2.260	0.666	0.105
2.260	0.580	0.101
2.260	-0.521	0.099
2.260	0.439	0.126
2.260	0.692	0.104
2.260	-0.006	0.070
2.260	0.040	0.069
2.260	-0.403	0.099
2.260	-0.626	0.098
2.260	-0.643	0.105
2.260	-0.612	0.106
2.260	0.523	0.104
2.260	0.513	0.103
2.260	0.566	0.114
2.260	0.105	0.080
2.260	-0.627	0.109
2.260	0.609	0.107
2.260	0.668	0.093
2.260	0.495	0.099
2.260	-0.553	0.103
2.260	-0.581	0.118
2.260	0.524	0.086
2.260	0.617	0.102
2.260	0.130	0.080
2.260	-0.466	0.119
2.260	0.043	0.098
2.260	0.430	0.110
2.260	-0.687	0.103
2.260	-0.439	0.116
2.260	-0.642	0.106
2.260	0.707	0.091
2.260	-0.584	0.098
2.260	0.536	0.112
2.260	-0.594	0.144
2.260	0.578	0.101
2.260	0.452	0.121
2.260	0.426	0.115
2.260	0.525	0.123
2.260	-0.724	0.093
2.260	0.728	0.094
2.260	-0.172	0.095
2.260	0.605	0.121
2.260	0.574	0.122
2.260	-0.200	0.072
2.260	0.720	0.094
2.260	-0.472	0.108
2.260	-0.503	0.127
2.260	-0.683	0.115
2.260	-0.702	0.106
2.260	0.697	0.104
2.260	-0.546	0.094
2.260	-0.392	0.085
2.260	-0.232	0.080
2.260	-0.567	0.119
2.260	-0.483	0.095
2.260	-0.632	0.099
2.260	-0.337	0.096
2.260	-0.689	0.088
2.260	0.380	0.121
2.260	-0.616	0.102
2.260	-0.603	0.114
2.260	-0.500	0.110
2.260	0.136	0.116
2.260	0.644	0.112
2.260	-0.700	0.094
2.260	-0.672	0.102
2.260	-0.700	0.098
2.260	-0.340	0.098
2.260	-0.355	0.106
2.260	0.434	0.090
2.260	0.515	0.105
2.260	0.410	0.090
2.260	0.241	0.087
2.260	-0.406	0.106
2.260	-0.625	0.110
2.260	-0.498	0.099
2.260	0.389	0.087
2.260	-0.644	0.104
2.260	0.478	0.128
2.260	-0.701	0.087
2.260	-0.763	0.081
2.260	0.384	0.097
2.260	0.587	0.110
2.260	0.569	0.121
2.260	0.420	0.112
2.260	0.540	0.102
2.260	0.470	0.130
2.260	0.534	0.106
2.260	0.618	0.104
2.260	0.605	0.111
2.260	0.362	0.093
2.260	0.645	0.097
2.260	0.318	0.125
2.260	-0.654	0.091
2.260	0.587	0.119
2.260	0.565	0.107
2.260	-0.686	0.095
2.260	0.171	0.099
2.260	0.625	0.106
2.260	-0.110	0.067
2.260	-0.620	0.097
2.260	0.637	0.095
2.260	0.668	0.114
2.260	-0.275	0.096
2.260	-0.219	0.077
2.260	0.540	0.116
2.260	0.002	0.076
2.260	-0.262	0.103
2.260	-0.376	0.093
2.260	-0.616	0.119
2.260	0.473	0.102
2.260	-0.117	0.082
2.260	-0.101	0.071
2.260	-0.725	0.094
2.260	-0.686	0.097
2.260	0.532	0.116
2.260	0.440	0.123
2.260	-0.527	0.088
2.260	-0.393	0.114
2.260	-0.504	0.102
2.260	-0.173	0.091
2.260	0.302	0.102
2.260	-0.639	0.109
2.260	-0.680	0.100
2.260	-0.484	0.114
2.260	-0.446	0.112
2.260	-0.655	0.100
2.260	-0.136	0.111
2.260	-0.657	0.114
2.260	0.506	0.115
2.260	-0.677	0.109
2.260	-0.471	0.118
2.260	-0.328	0.094
2.260	-0.682	0.101
2.260	0.545	0.118
2.260	0.660	0.104
2.260	0.631	0.102
2.260	0.103	0.066
2.260	-0.476	0.109
2.260	0.702	0.102
2.260	-0.649	0.100
2.260	-0.648	0.124
2.260	-0.501	0.109
2.260	-0.608	0.112
2.260	-0.657	0.115
2.260	-0.399	0.110
2.260	0.431	0.110
2.260	0.543	0.112
2.260	-0.579	0.106
2.260	0.719	0.105
2.260	-0.655	0.112
2.260	-0.697	0.094
2.260	0.585	0.119
2.260	0.652	0.106
2.260	0.579	0.116
2.260	0.545	0.127
2.260	-0.681	0.108
2.260	-0.719	0.101
2.260	-0.598	0.119
2.260	-0.691	0.104
2.260	-0.646	0.089
2.260	-0.576	0.117
2.260	-0.617	0.100
2.260	-0.578	0.114
2.260	0.392	0.109
2.260	-0.065	0.075
2.260	-0.581	0.115
2.260	0.706	0.093
2.260	-0.539	0.118
2.260	0.634	0.106
2.260	-0.706	0.099
2.260	-0.615	0.101
2.260	0.534	0.117
2.260	-0.709	0.096
2.260	0.556	0.121
2.260	-0.361	0.091
2.260	0.628	0.123
2.260	0.517	0.116
2.260	0.255	0.120
2.260	-0.678	0.103
2.260	0.699	0.099
2.260	0.633	0.089
2.260	-0.632	0.106
2.260	-0.525	0.111
2.260	0.638	0.099
2.260	0.607	0.111
2.260	-0.665	0.094
2.260	-0.601	0.140
2.260	0.584	0.130
2.260	0.415	0.128
2.260	0.673	0.103
2.260	-0.451	0.093
2.260	0.480	0.086
2.260	0.589	0.110
2.260	0.599	0.107
2.260	0.508	0.124
2.260	0.611	0.105
2.260	0.661	0.105
2.260	0.574	0.097
2.260	-0.618	0.090
2.260	0.721	0.095
2.260	0.516	0.107
2.260	0.623	0.112
2.260	0.370	0.115
2.260	-0.488	0.119
2.260	0.669	0.093
2.260	-0.252	0.073
2.260	0.494	0.121
2.260	-0.627	0.101
2.260	-0.545	0.112
2.260	-0.627	0.111
2.260	0.645	0.096
2.260	0.228	0.086
2.260	-0.616	0.106
2.260	-0.565	0.106
2.260	-0.485	0.114
2.260	0.549	0.110
2.260	-0.224	0.078
2.260	0.409	0.091
2.260	-0.323	0.100
2.260	0.405	0.103
2.260	0.250	0.084
2.260	0.593	0.084
2.260	0.717	0.093
2.260	0.675	0.099
2.260	0.707	0.089
2.260	0.513	0.124
2.260	-0.527	0.116
2.260	0.704	0.098
2.260	0.169	0.094
2.260	0.295	0.084
2.260	0.465	0.114
2.260	0.644	0.096
2.260	0.511	0.117
2.260	-0.138	0.082
2.260	-0.630	0.098
2.260	0.407	0.126
2.260	-0.712	0.091
2.260	0.626	0.111
2.260	-0.043	0.107
2.260	-0.287	0.102
2.260	-0.578	0.104
2.260	-0.387	0.116
2.260	0.512	0.110
2.260	0.498	0.122
2.260	0.366	0.097
2.260	0.660	0.097
2.260	-0.535	0.099
2.260	0.674	0.111
2.260	0.370	0.130
2.260	-0.674	0.103
2.260	0.503	0.104
2.260	-0.497	0.110
2.260	-0.567	0.117
2.260	0.407	0.104
2.260	0.683	0.103
2.260	-0.647	0.091
2.260	-0.613	0.122
2.260	-0.381	0.102
2.260	0.711	0.086
2.260	0.673	0.109
2.260	0.674	0.095
2.260	0.682	0.114
2.260	-0.642	0.114
2.260	0.534	0.092
2.260	-0.620	0.117
2.260	-0.165	0.101
2.260	0.723	0.097
2.260	0.622	0.106
2.260	0.424	0.100
2.260	-0.679	0.114
2.260	-0.616	0.103
2.260	-0.685	0.092
2.260	-0.643	0.105
2.260	0.218	0.088
2.260	-0.642	0.105
2.260	0.505	0.105
2.260	0.152	0.101
2.260	-0.631	0.106
2.260	-0.617	0.092
2.260	0.401	0.097
2.260	-0.544	0.104
2.260	0.625	0.093
2.260	-0.610	0.106
2.260	-0.637	0.122
2.260	-0.570	0.110
2.260	0.670	0.101
2.260	-0.669	0.092
2.260	-0.497	0.122
2.260	0.389	0.108
2.260	0.711	0.092
2.260	0.657	0.109
2.260	0.612	0.102
2.260	-0.051	0.079
2.260	-0.560	0.106
2.260	-0.619	0.126
2.260	0.676	0.103
2.260	0.718	0.095
2.260	0.740	0.097
2.260	0.526	0.120
2.260	-0.628	0.093
2.260	-0.200	0.069
2.260	0.110	0.085
2.260	0.565	0.112
2.260	-0.535	0.110
2.260	0.571	0.100
2.260	-0.669	0.112
2.260	-0.675	0.092
2.260	0.662	0.106
2.260	0.555	0.103
2.260	-0.628	0.114
2.260	0.578	0.130
2.260	-0.660	0.094
2.260	-0.643	0.100
2.260	-0.640	0.106
2.260	0.636	0.119
2.260	0.551	0.106
2.260	0.674	0.110
2.260	0.065	0.101
2.260	-0.307	0.110
2.260	0.712	0.099
2.260	0.701	0.104
2.260	0.660	0.109
2.260	-0.724	0.091
2.260	0.705	0.098
2.260	-0.696	0.098
2.260	0.474	0.126
2.260	-0.582	0.112
2.260	0.314	0.094
2.260	-0.511	0.113
2.260	-0.703	0.111
2.260	-0.158	0.090
2.260	-0.688	0.096
2.260	-0.678	0.097
2.260	-0.562	0.095
2.260	-0.724	0.088
2.260	0.599	0.106
2.260	0.500	0.093
2.260	-0.628	0.110
2.260	-0.506	0.123
2.260	-0.623	0.099
2.260	0.476	0.097
2.260	-0.644	0.118
2.260	-0.374	0.124
2.260	-0.690	0.101
2.260	0.382	0.074
2.260	0.712	0.096
2.260	0.641	0.108
2.260	0.645	0.096
2.260	0.597	0.103
2.260	-0.592	0.103
2.260	0.088	0.103
2.260	0.450	0.096
2.260	0.659	0.108
2.260	0.486	0.108
2.260	0.576	0.113
2.260	0.712	0.102
2.260	-0.477	0.125
2.260	-0.586	0.110
2.260	0.355	0.096
2.260	-0.451	0.108
2.260	0.617	0.098
2.260	-0.495	0.086
2.260	0.532	0.111
2.260	-0.213	0.105
2.260	0.545	0.113
2.260	0.710	0.098
2.260	-0.500	0.115
2.260	-0.570	0.122
2.260	-0.236	0.087
2.260	0.471	0.105
2.260	-0.651	0.106
2.260	-0.464	0.105
2.260	0.564	0.111
2.260	0.578	0.109
2.260	0.605	0.111
2.260	-0.719	0.102
2.260	0.366	0.086
2.260	0.320	0.091
2.260	0.437	0.092
2.260	0.650	0.098
2.260	-0.546	0.109
2.260	0.739	0.082
2.260	0.472	0.121
2.260	-0.545	0.112
2.260	-0.597	0.094
2.260	0.677	0.089
2.260	0.662	0.102
2.260	-0.519	0.096
2.260	-0.328	0.101
2.260	0.396	0.100
2.260	-0.222	0.087
2.260	0.723	0.088
2.260	0.653	0.100
2.260	0.614	0.125
2.260	0.662	0.101
2.260	-0.472	0.103
2.260	0.412	0.117
2.260	0.575	0.116
2.260	0.649	0.099
2.260	0.593	0.109
2.260	-0.490	0.107
2.260	0.690	0.105
2.260	0.306	0.088
2.260	0.583	0.120
2.260	-0.558	0.114
2.260	0.632	0.114
2.260	-0.477	0.121
2.260	-0.496	0.116
2.260	-0.051	0.078
2.260	-0.596	0.116
2.260	0.672	0.108
2.260	0.628	0.119
2.260	-0.630	0.111
2.260	-0.611	0.113
2.260	0.553	0.109
2.260	-0.560	0.111
2.260	0.462	0.104
2.260	-0.384	0.105
2.260	0.496	0.098
2.260	0.610	0.111
2.260	-0.119	0.075
2.260	0.663	0.101
2.260	-0.622	0.104
2.260	0.581	0.114
2.260	-0.645	0.103
2.260	0.649	0.091
2.260	0.656	0.106
2.260	0.246	0.069
2.260	-0.333	0.114
2.260	-0.616	0.100
2.260	-0.701	0.106
2.260	-0.516	0.124
2.260	-0.694	0.096
2.260	-0.515	0.102
2.260	0.472	0.109
2.260	0.686	0.085
2.260	0.730	0.091
2.260	0.454	0.084
2.260	-0.664	0.099
2.260	-0.665	0.114
2.260	-0.419	0.128
2.260	-0.471	0.096
2.260	0.642	0.097
2.260	-0.606	0.106
2.260	0.461	0.105
2.260	0.671	0.095
2.260	-0.649	0.096
2.260	0.534	0.097
2.260	-0.174	0.099
2.260	0.255	0.100
2.260	-0.588	0.103
2.260	-0.380	0.084
2.260	-0.526	0.088
2.260	-0.560	0.113
2.260	0.158	0.085
2.260	0.469	0.105
2.260	0.060	0.078
2.260	-0.431	0.101
2.260	-0.535	0.097
2.260	-0.263	0.119
2.260	0.578	0.097
2.260	-0.093	0.089
2.260	-0.597	0.104
2.260	-0.285	0.094
2.260	0.592	0.132
2.260	0.649	0.108
2.260	-0.498	0.107
2.260	-0.671	0.115
2.260	-0.615	0.103
2.260	0.620	0.100
2.260	0.571	0.115
2.260	-0.621	0.095
2.260	-0.646	0.112
2.260	0.296	0.098
2.260	-0.359	0.093
2.260	-0.383	0.104
2.260	-0.623	0.120
2.260	-0.511	0.126
2.260	-0.513	0.118
2.260	0.464	0.091
2.260	0.640	0.104
2.260	-0.650	0.104
2.260	0.626	0.104
2.260	0.595	0.115
2.260	0.338	0.093
2.260	-0.451	0.101
2.260	-0.465	0.110
2.260	-0.465	0.115
2.260	0.674	0.102
